StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Attrition
2019-03-28,,Production Technician II,Michael Kim,WBL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,1941-10-02,MA,Laborer,Female,45022,Hispanic,Single,Needs Improvement,1,2909,2023-02-13,2,4,4,2023-05-12,Technical Skills,Internal,Passed,Lake Elizabeth,Heather Baker,4,818.39,False
2022-05-01,,Production Technician II,Elizabeth Jones,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,1946-01-10,MA,Laborer,Female,89600,White,Divorced,Exceeds,1,2910,2023-05-05,5,1,3,2022-09-19,Technical Skills,Internal,Incomplete,New Nathanstad,Andrea Gould,1,763.78,False
2018-08-07,,Production Technician I,Kenneth Moore,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Finance & Accounting,1952-12-17,MA,Administrative,Male,3468,Asian,Divorced,Exceeds,2,2911,2022-10-27,5,2,2,2023-03-28,Technical Skills,Internal,Passed,Biancaside,Angelica Franco,1,292.36,False
2022-05-01,,Production Technician I,William Nichols,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1962-05-30,MA,Field Project Manager,Male,72466,Black,Widowed,Needs Improvement,4,2912,2023-07-07,3,5,3,2023-01-11,Communication Skills,Internal,Completed,South Joshua,Andrew Garcia,2,990.45,False
2019-12-03,,Production Technician I,Jessica Brown,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Splicing,1950-10-15,MA,Splicer,Male,70198,Hispanic,Divorced,Needs Improvement,2,2913,2023-05-05,4,1,2,2022-12-01,Communication Skills,External,Completed,Donovanstad,Jennifer Bray,3,989.75,False
2020-01-02,2023-08-03,Production Technician I,Thomas Frederick,NEL,Active,Full-Time,Zone C,Part-Time,Retirement,Become cell want page fight.,Production       ,Splicing,1972-12-02,MA,Laborer,Male,56864,Hispanic,Widowed,Exceeds,2,2914,2023-05-29,5,3,3,2022-10-15,Communication Skills,Internal,Failed,Port Robertotown,Justin Long,1,194.13,True
2022-04-30,2023-08-02,Production Technician I,James Smith,PL,Terminated for Cause,Full-Time,Zone B,Part-Time,Involuntary,Or tax believe thank cell.,Production       ,Field Operations,1992-09-03,MA,Technician,Male,14468,Asian,Widowed,Exceeds,1,2915,2023-04-29,3,4,2,2023-03-25,Technical Skills,Internal,Incomplete,North Margaretshire,Peter Stokes,2,993.79,True
2020-07-04,2021-03-07,Production Technician I,Crystal Jones,BPC,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Ask audience become still building.,Production       ,General - Sga,1953-01-27,MA,Administrator,Male,92604,White,Single,Needs Improvement,2,2916,2023-02-20,4,4,2,2022-10-09,Technical Skills,Internal,Incomplete,South Nathan,Sylvia Obrien,2,932.4,True
2020-02-05,,Production Technician I,Amy Pearson,CCDR,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,1991-12-25,MA,Technician,Male,79382,Other,Widowed,Exceeds,4,2917,2023-01-17,1,4,5,2022-10-15,Customer Service,External,Passed,Johnsonview,Cameron Martin,3,636.37,False
2018-12-22,2022-07-21,Production Technician I,Emma Wilson,SVG,Active,Part-Time,Zone B,Full-Time,Retirement,Organization walk against question.,Production       ,Field Operations,1979-05-08,MA,Lineman,Female,2719,Black,Widowed,Exceeds,4,2918,2022-12-11,4,3,1,2022-08-28,Project Management,External,Failed,East Amberside,Brandy Greene,1,333.03,True
2019-04-21,,Production Technician I,Mark Adkins,EW,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,1988-11-07,MA,Administrative,Female,29718,White,Single,Needs Improvement,5,2919,2023-06-11,5,1,2,2023-04-23,Technical Skills,Internal,Failed,Port Cindymouth,Jay Lopez,1,195.63,False
2020-04-03,,Production Technician I,Gregory Palmer,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,1959-02-11,MA,Technician,Male,80589,Hispanic,Single,Exceeds,5,2920,2023-02-04,2,4,4,2022-09-27,Technical Skills,External,Completed,Shawnchester,Cassandra Mendoza,2,140.27,False
2018-09-22,2019-10-10,Production Technician I,Stephanie Perez,TNS,Active,Full-Time,Zone B,Part-Time,Retirement,Unit develop chance scene court.,Production       ,Aerial,1957-08-08,MA,Lineman,Female,66834,Asian,Divorced,Exceeds,2,2921,2023-03-15,5,2,3,2023-01-11,Customer Service,External,Incomplete,Lynchfort,Beth Fields,1,465.54,True
2022-10-14,2023-07-06,Production Technician I,Carolyn Campbell,BPC,Active,Part-Time,Zone B,Full-Time,Involuntary,Rest hard air. Left me ready nature test mission.,Production       ,General - Con,1993-04-25,MA,Laborer,Female,69281,Other,Married,Exceeds,5,2922,2023-04-29,4,2,5,2023-05-19,Technical Skills,External,Incomplete,West Heathertown,Donna Joseph,1,713.3,True
2022-02-12,2022-09-22,Production Technician I,Norma Parker,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Test you set carry human kind.,Production       ,Field Operations,1980-07-01,MA,Technician,Female,79321,White,Married,Needs Improvement,4,2923,2023-05-06,5,1,2,2022-10-15,Technical Skills,Internal,Failed,Castilloshire,Jason Clayton,4,632.73,True
2021-03-23,2023-07-20,Production Technician I,Anna Ashley,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Retirement,Wrong practice hold serve image.,Production       ,Field Operations,1979-05-15,MA,Foreman,Male,84575,Asian,Married,Exceeds,5,2924,2023-05-16,5,4,4,2022-10-31,Technical Skills,External,Failed,Bishophaven,Natalie Thomas,1,244.84,True
2018-08-30,2021-07-11,Production Technician II,Monica Jackson,CCDR,Active,Part-Time,Zone B,Temporary,Involuntary,New arm manage.,Production       ,General - Sga,1972-09-18,MA,Administrator,Male,65881,Other,Divorced,Exceeds,4,2925,2023-07-30,1,3,1,2023-04-14,Communication Skills,External,Failed,New John,Katie Bullock,4,689.93,True
2022-12-10,2023-07-02,Production Technician II,Sandy Jones,SVG,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Official minute everyone level thing economic.,Production       ,Field Operations,1999-12-08,MA,Driver,Male,27671,Black,Widowed,Needs Improvement,5,2926,2022-09-10,1,1,1,2023-03-17,Technical Skills,Internal,Failed,Hudsonfort,Mrs. Jessica Alvarado MD,3,459.59,True
2023-02-04,2023-07-25,Production Technician II,Thomas Williams,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Voluntary,Create news use.,Production       ,General - Sga,1982-02-18,MA,Supervisor,Male,53549,Black,Divorced,Exceeds,1,2927,2023-07-31,4,2,2,2022-10-15,Technical Skills,External,Failed,Wolfetown,Kevin Turner,4,597.54,True
2021-01-10,,Production Technician II,Jeffrey Garcia,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,1972-04-12,MA,Lineman,Female,49168,Hispanic,Divorced,Fully Meets,5,2928,2022-08-28,5,4,1,2023-06-21,Communication Skills,External,Incomplete,Selenamouth,Steven Dominguez,2,175.63,False
2020-08-19,2021-11-14,Production Technician II,Richard Reynolds,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,According if detail quality difficult.,Production       ,Field Operations,1986-06-05,MA,Laborer,Female,70404,White,Widowed,Needs Improvement,2,2929,2023-01-28,1,3,4,2022-09-23,Project Management,Internal,Passed,East Christine,Charles Brandt,5,120.14,True
2023-04-21,,Production Technician II,Victoria Andersen,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Wireless,1999-03-20,MA,Supervisor,Female,13746,Black,Widowed,Exceeds,2,2930,2023-06-19,1,4,2,2023-02-23,Technical Skills,External,Failed,Schmittborough,Ricardo Reed,5,871.29,False
2020-01-29,2021-01-09,Production Technician I,Sarah Cortez,MSC,Terminated for Cause,Full-Time,Zone B,Temporary,Retirement,Sell first fill vote against.,Production       ,Field Operations,1969-07-11,MA,Technician,Male,12946,Hispanic,Single,Exceeds,2,2931,2022-09-20,5,4,4,2023-07-23,Leadership Development,External,Passed,Ericside,Kathleen Lee,1,485.84,True
2021-08-19,2023-05-25,Production Technician I,Lynn Beasley DVM,TNS,Terminated for Cause,Part-Time,Zone A,Full-Time,Involuntary,Democrat stage daughter any own whom.,Production       ,Finance & Accounting,1948-01-13,MA,Intern,Male,6449,Hispanic,Widowed,Fully Meets,4,2932,2023-04-28,4,4,3,2023-05-17,Communication Skills,External,Completed,Simpsonland,Alex Scott,2,275.36,True
2021-03-18,,Production Technician I,Brandon Walter,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,1949-03-13,MA,Laborer,Male,52150,White,Single,Needs Improvement,1,2933,2023-05-02,3,1,4,2023-07-02,Communication Skills,External,Incomplete,Bakerview,Angel Burgess,3,933.67,False
2021-10-24,2022-08-29,Production Technician I,Diana Stewart,WBL,Active,Contract,Zone B,Temporary,Resignation,Ball total direction school.,Production       ,Field Operations,1963-11-14,MA,Laborer,Male,63659,Asian,Widowed,Fully Meets,2,2934,2022-11-16,4,3,1,2023-03-14,Technical Skills,Internal,Passed,West Marissa,Jennifer Castro,4,927.08,True
2020-10-03,2023-05-06,Production Technician I,Christopher Martin,NEL,Active,Contract,Zone B,Part-Time,Involuntary,History record itself my customer mention tree.,Production       ,Wireline Construction,1995-12-09,MA,Groundman,Male,6131,White,Divorced,Fully Meets,5,2935,2023-02-14,5,1,1,2023-07-25,Communication Skills,External,Passed,South Robin,April Brown,4,395.52,True
2023-02-21,,Production Technician I,James Cole,PL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,1984-09-15,MA,Lineman,Male,80724,Asian,Married,Needs Improvement,1,2936,2022-09-18,4,3,1,2022-12-23,Leadership Development,Internal,Completed,South Jeff,Christopher Young,3,123.26,False
2020-08-01,,Production Technician I,Amy Dominguez,BPC,Active,Contract,Zone A,Temporary,Unk,,Production       ,Yard (Material Handling),1952-07-23,MA,Supervisor,Male,53421,Black,Married,Needs Improvement,2,2937,2022-12-09,1,4,4,2023-07-25,Leadership Development,Internal,Completed,Port Ethan,Tracey Taylor,3,198.45,False
2023-01-08,2023-05-10,Production Technician I,Kenneth Powell,CCDR,Active,Full-Time,Zone C,Full-Time,Involuntary,Enter fear pass wish.,Production       ,Aerial,1972-12-11,MA,Lineman,Male,43780,White,Married,Needs Improvement,1,2938,2023-01-30,2,5,1,2023-05-18,Communication Skills,Internal,Passed,Stephenstad,Jordan Green,2,478.07,True
2022-07-26,2022-11-08,Production Technician I,Timothy Kidd,SVG,Active,Contract,Zone B,Full-Time,Resignation,Themselves huge Republican well feel land.,Production       ,General - Eng,1980-07-23,MA,Administrative,Female,40426,Hispanic,Single,Needs Improvement,2,2939,2023-04-13,4,3,3,2022-09-06,Project Management,External,Completed,New Randyborough,Brandon Collins,3,285.5,True
2020-08-31,2023-06-09,Production Technician I,Dawn Stark,EW,Active,Contract,Zone A,Part-Time,Resignation,Maintain all base produce.,Production       ,Yard (Material Handling),1972-12-05,MA,Supervisor,Female,2982,Black,Single,Needs Improvement,5,2940,2023-04-18,5,1,3,2023-06-14,Communication Skills,External,Passed,Smithburgh,Justin Clements,2,490.26,True
2022-11-05,2023-02-22,Production Technician I,Lisa Griffin,MSC,Active,Part-Time,Zone B,Full-Time,Involuntary,Least future seem head identify crime stock.,Production       ,Engineers,1994-04-26,MA,Engineer,Male,16333,Hispanic,Divorced,Needs Improvement,2,2941,2022-12-14,5,2,5,2022-11-11,Customer Service,Internal,Completed,Mahoneyberg,Lisa Thomas DDS,3,828.68,True
2019-05-30,2020-01-08,Production Technician I,Susan Herrera,TNS,Active,Full-Time,Zone C,Part-Time,Retirement,Answer today entire deep.,Production       ,General - Sga,1949-03-01,MA,Technician,Female,21328,Black,Widowed,Needs Improvement,2,2942,2022-10-17,3,3,4,2023-02-20,Technical Skills,External,Incomplete,South Julie,Henry Fowler,2,858.29,True
2019-12-09,,Production Technician I,Julie Larson,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Sga,1963-02-14,MA,Laborer,Female,26651,Other,Single,Needs Improvement,2,2943,2022-10-18,4,1,5,2023-04-04,Communication Skills,External,Completed,North John,Tiffany Rubio,3,494.19,False
2019-05-10,,Production Technician I,Ryan Johnson,WBL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Eng,1952-04-08,MA,Engineer,Female,62663,Other,Widowed,Needs Improvement,1,2944,2023-05-21,2,4,1,2023-02-17,Communication Skills,Internal,Passed,Charlesshire,Richard Clark,4,502.56,False
2019-09-03,2022-03-18,Production Technician I,Emily King,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Hand ready detail same seek know toward.,Production       ,Aerial,1976-08-21,MA,Foreman,Male,26477,White,Widowed,Needs Improvement,4,2945,2022-09-21,4,2,1,2023-07-01,Communication Skills,External,Failed,New Ronaldmouth,William Atkinson,5,826.82,True
2018-09-13,,Production Technician II,Gloria Taylor,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Splicing,1984-06-29,MA,Technician,Male,8439,Black,Divorced,Needs Improvement,2,2946,2023-01-20,4,5,3,2023-07-12,Leadership Development,Internal,Failed,Donnaland,Jimmy Collins,4,655.83,False
2021-06-10,,Production Technician II,Mr. David Dudley,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Wireline Construction,1958-08-18,MA,Foreman,Male,11214,Asian,Divorced,Fully Meets,1,2947,2023-02-11,3,4,2,2022-08-13,Project Management,External,Incomplete,New William,Collin Turner,1,543.81,False
2019-10-08,2023-06-16,Production Technician II,Aaron Erickson,SVG,Leave of Absence,Contract,Zone B,Temporary,Involuntary,Dog together state.,Production       ,Shop (Fleet),1999-10-29,MA,Manager,Male,10150,Other,Single,Needs Improvement,2,2948,2022-10-04,2,4,5,2022-11-01,Technical Skills,Internal,Failed,Changmouth,Amber Vazquez,1,482.47,True
2021-06-03,2023-04-14,Production Technician II,Roy Mora,EW,Leave of Absence,Contract,Zone A,Temporary,Voluntary,Single media enjoy test ask effect air.,Production       ,Splicing,1957-11-04,MA,Splicer,Female,92718,Hispanic,Single,Fully Meets,4,2949,2023-02-02,2,2,2,2023-03-09,Communication Skills,Internal,Passed,North Lauramouth,David Velazquez,3,310.41,True
2018-09-14,2019-01-04,Production Technician II,James Chapman,MSC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Involuntary,Past value city attorney could onto bed.,Production       ,People Services,1943-01-04,MA,Manager,Female,75308,White,Married,Needs Improvement,4,2950,2022-08-21,3,3,5,2023-03-19,Technical Skills,Internal,Completed,New Jennifer,Danny Clark,2,331.52,True
2019-05-26,,Production Technician II,Louis Griffith,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,1943-10-05,MA,Foreman,Female,16532,Black,Widowed,Fully Meets,2,2951,2023-05-31,3,1,3,2022-09-07,Leadership Development,External,Passed,West Linda,Patrick Cruz,3,973.96,False
2019-07-05,,Production Technician II,Michael Powell,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,1952-04-26,MA,Technician,Female,16292,Black,Widowed,Fully Meets,4,2952,2023-04-01,5,3,2,2023-05-08,Communication Skills,Internal,Completed,Laceymouth,Austin Reeves,3,149.09,False
2019-11-05,,Production Technician I,Nicole Henderson,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1957-03-19,MA,Technician,Male,95723,Other,Widowed,Fully Meets,5,2953,2023-06-01,2,3,4,2022-12-11,Leadership Development,External,Incomplete,Andrewville,David Russell,4,925.16,False
2019-07-22,2021-10-18,Production Technician I,Ryan Larson,WBL,Active,Part-Time,Zone B,Part-Time,Voluntary,While still tend.,Production       ,Field Operations,1955-08-10,MA,Coordinator,Female,10422,Black,Widowed,Fully Meets,2,2954,2023-07-24,5,2,1,2022-10-23,Project Management,External,Passed,South Brian,Hannah Mitchell,2,833.13,True
2020-09-21,2023-03-22,Production Technician I,Carly Rogers,PYZ,Active,Full-Time,Zone A,Part-Time,Retirement,Loss factor protect pressure fight thank prevent.,Production       ,General - Con,1959-06-14,MA,Technician,Male,17669,Other,Married,Fully Meets,1,2955,2023-06-12,5,2,3,2023-06-04,Project Management,External,Failed,East Jimmy,Robin Banks,5,191.49,True
2019-11-11,,Production Technician I,David Ali,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,1999-12-15,MA,Project Manager,Male,51029,Hispanic,Widowed,Fully Meets,2,2956,2023-02-06,5,4,1,2022-10-13,Customer Service,External,Passed,New Colin,Veronica Ross,3,474.15,False
2021-02-08,,Production Technician I,Katherine Blanchard,NEL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,1960-01-13,MA,Foreman,Male,58080,Hispanic,Single,Fully Meets,1,2957,2023-02-21,1,3,4,2022-08-30,Project Management,External,Failed,West Ashley,John King,1,550.42,False
2020-06-01,,Production Technician I,Dennis Simpson,PL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,People Services,1945-04-09,MA,Administration,Male,8328,Black,Divorced,Fully Meets,4,2958,2023-05-16,1,2,4,2023-02-09,Technical Skills,External,Incomplete,North Allisonland,Rebecca Mack,1,681.23,False
2022-10-26,2022-11-01,Production Technician I,Mr. Justin Moore,BPC,Terminated for Cause,Part-Time,Zone A,Temporary,Resignation,Account between environmental section group.,Production       ,Aerial,1942-08-30,MA,Lineman,Male,1015,Hispanic,Widowed,Fully Meets,2,2959,2023-07-05,1,5,2,2023-07-06,Customer Service,Internal,Incomplete,Carolburgh,Mercedes Garcia,5,657.64,True
2019-02-12,2023-04-17,Production Technician I,Brett Davies,CCDR,Active,Full-Time,Zone C,Part-Time,Resignation,Vote respond prove return left strategy do blue.,Production       ,General - Con,1976-09-21,MA,Technician,Female,30280,White,Divorced,Fully Meets,2,2960,2022-09-23,2,4,3,2022-12-16,Project Management,Internal,Incomplete,Evansborough,Katherine Vasquez,4,449.66,True
2022-10-19,2023-07-22,Production Technician I,Susan Hahn,SVG,Active,Full-Time,Zone A,Full-Time,Voluntary,Production several care various seek.,Production       ,Field Operations,1977-12-20,MA,Laborer,Female,24889,Asian,Divorced,Fully Meets,2,2961,2023-02-12,2,2,4,2023-01-19,Leadership Development,External,Passed,North Josephbury,Neil Miller,5,587.25,True
2019-12-12,,Production Technician I,Olivia Cooper,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,1982-10-03,MA,Technician,Female,2798,Hispanic,Single,Fully Meets,1,2962,2022-12-19,1,2,3,2022-08-28,Customer Service,Internal,Failed,Port Joshua,Anita Ray,2,198.55,False
2021-11-29,,Production Technician I,Dr. Victoria Perry,MSC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1975-09-04,MA,Driver,Male,1654,Other,Married,Fully Meets,2,2963,2022-10-02,1,3,2,2023-06-08,Customer Service,External,Completed,Victoriaville,Jonathan Anderson,5,629.24,False
2021-05-15,,Production Technician I,Elizabeth Fields,TNS,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1958-06-02,MA,Driller,Female,88998,Other,Divorced,Fully Meets,2,2964,2022-12-15,4,1,3,2022-10-14,Communication Skills,Internal,Incomplete,Masonstad,Justin Bonilla,2,614.06,False
2023-01-27,2023-05-06,Production Technician I,Gabriella Wilson,PYZ,Active,Contract,Zone B,Temporary,Involuntary,Why development even.,Production       ,Field Operations,1957-01-04,MA,Driller,Female,90813,Hispanic,Divorced,Fully Meets,1,2965,2023-07-13,4,4,5,2023-03-07,Project Management,External,Completed,Lake Anna,Lisa Ross,3,426.26,True
2020-07-03,2023-07-02,Production Technician I,Eric Houston,WBL,Active,Full-Time,Zone A,Temporary,Voluntary,Practice school PM her help open tough.,Production       ,Aerial,1961-04-23,MA,Laborer,Male,24429,White,Divorced,Fully Meets,4,2966,2023-03-06,5,2,5,2022-10-17,Project Management,Internal,Passed,Christopherbury,Linda White,5,197.73,True
2022-12-26,2023-06-25,Production Technician I,Paul Gonzalez,NEL,Active,Full-Time,Zone A,Part-Time,Retirement,Defense Democrat threat professional month.,Production       ,Field Operations,1983-12-06,MA,Administrator,Female,2130,Other,Married,Fully Meets,4,2967,2022-08-11,2,3,1,2023-07-21,Customer Service,External,Incomplete,Emilymouth,Michael Larson,3,145.68,True
2018-12-23,,Production Technician I,Taylor Grant,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,1981-06-05,MA,Technician,Female,2027,Black,Single,Fully Meets,4,2968,2023-05-23,1,5,4,2022-11-20,Customer Service,Internal,Failed,Brownburgh,Eric Charles,3,764.74,False
2020-09-28,2021-10-16,Production Technician II,Alexandra Riley,WBL,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Because country common Republican perhaps garden.,Production       ,General - Con,1987-12-28,MA,Laborer,Female,1886,Hispanic,Married,Fully Meets,2,2969,2022-11-21,4,5,5,2022-10-18,Customer Service,Internal,Passed,Elizabethtown,Samuel Miller,3,405.4,True
2020-09-16,2021-09-10,Production Technician I,Jennifer Munoz,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Control head ground agreement check ever.,Production       ,General - Con,1982-04-30,MA,Clerk,Female,2451,Hispanic,Widowed,Fully Meets,5,2970,2022-10-23,5,5,5,2023-01-16,Leadership Development,External,Failed,Morrisonshire,Mark Williams,4,689.49,True
2020-02-09,2021-03-14,Production Technician II,Ian Jenkins,TNS,Active,Contract,Zone C,Temporary,Involuntary,Sea marriage improve.,Production       ,Aerial,1996-10-07,MA,Splicer,Female,2149,White,Divorced,Fully Meets,1,2971,2022-10-14,3,5,4,2023-04-12,Project Management,Internal,Incomplete,Port Ryanmouth,John Russell,2,141.14,True
2023-02-13,,Production Technician I,Summer Figueroa,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,1948-04-03,MA,Laborer,Female,1460,Other,Widowed,Fully Meets,1,2972,2022-11-24,3,4,3,2023-03-01,Leadership Development,Internal,Passed,East Shaneton,Jasmine George,1,788.69,False
2019-12-01,,Production Technician I,Julia Poole,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,1951-06-14,MA,Flagger,Female,2109,Other,Married,Fully Meets,5,2973,2022-12-09,1,3,3,2023-07-13,Technical Skills,Internal,Failed,Fullershire,Charles Jones,5,458.81,False
2022-11-04,,Production Technician I,Dawn Soto,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,1945-02-06,MA,Laborer,Female,1749,Black,Single,Fully Meets,5,2974,2022-11-26,4,5,4,2023-04-27,Project Management,Internal,Passed,Jefferyland,Scott Howard,5,140.91,False
2021-04-14,2022-06-22,Production Technician I,Kayla Reyes,WBL,Active,Full-Time,Zone A,Temporary,Voluntary,Work around personal cover reflect including.,Production       ,Billable Consultants,1948-06-17,MA,Engineer,Male,1721,Asian,Married,Fully Meets,4,2975,2022-12-29,2,3,4,2023-07-12,Leadership Development,External,Completed,West Scottshire,Heather Cruz,5,551.76,True
2021-08-13,2021-10-12,Production Technician I,Jesse Bell,TNS,Leave of Absence,Full-Time,Zone A,Temporary,Involuntary,Can end hear discuss.,Production       ,Field Operations,1992-01-19,MA,Laborer,Male,2136,Hispanic,Divorced,Fully Meets,1,2976,2022-09-02,4,3,1,2023-06-09,Communication Skills,Internal,Passed,Port Richard,Tiffany Kelley,5,720.1,True
2020-08-28,,Production Technician II,Phillip Hoffman,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Yard (Material Handling),1987-12-10,MA,Supervisor,Male,1890,Black,Divorced,Fully Meets,2,2977,2023-03-21,2,4,3,2023-04-01,Project Management,Internal,Passed,Burnston,Ashley Holmes,4,640.05,False
2022-08-16,,Production Technician I,Jeremy Taylor,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),1981-09-11,MA,Supervisor,Male,2199,Hispanic,Divorced,Fully Meets,4,2978,2022-08-29,5,2,4,2022-11-02,Communication Skills,Internal,Failed,Davidland,Katie Chandler,1,470.62,False
2022-02-26,,Production Technician I,Jeremy Lucas,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,2001-06-16,MA,Laborer,Female,2189,Other,Widowed,Fully Meets,2,2979,2023-01-08,4,5,4,2023-06-10,Leadership Development,External,Failed,West Kellyview,Jonathan Lozano,4,257.87,False
2019-12-30,,Production Technician I,Donna Mills,SVG,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,1957-09-09,MA,Technician,Female,1876,Hispanic,Divorced,Fully Meets,2,2980,2023-02-06,1,3,5,2023-02-17,Customer Service,External,Passed,South Brandonville,Harry Hernandez,4,970.09,False
2022-07-23,2023-03-06,Production Technician I,Travis Andrade,TNS,Active,Part-Time,Zone B,Full-Time,Voluntary,Truth young just behind social.,Production       ,Aerial,1979-12-25,MA,Foreman,Female,2044,Black,Single,Fully Meets,1,2981,2022-09-21,5,3,2,2023-06-25,Communication Skills,External,Completed,Alyssaside,Megan Reynolds,2,197.96,True
2018-10-14,,Production Technician II,Kathy Hart,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,1952-01-24,MA,Technician,Female,2170,Other,Married,Fully Meets,2,2982,2022-09-13,5,4,3,2022-10-31,Project Management,External,Failed,East Morgan,Sarah Harris,2,166.78,False
2021-02-20,,Production Technician II,Jeremy Alexander,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Splicing,1962-04-15,MA,Lineman,Male,2459,Hispanic,Widowed,Fully Meets,2,2983,2023-07-01,4,5,4,2023-06-25,Project Management,External,Passed,West Bradleyborough,Amy Davis,4,267.6,False
2020-03-28,2020-11-21,Production Technician II,Patricia Lowe,PYZ,Active,Contract,Zone B,Temporary,Voluntary,Skill door others out marriage cut.,Production       ,Engineers,1975-04-03,MA,Engineer,Female,1821,Black,Divorced,Fully Meets,5,2984,2022-12-09,4,1,1,2023-05-24,Project Management,Internal,Incomplete,Lake Laurenville,Jessica Hudson,1,671.21,True
2019-02-05,2020-07-10,Production Technician I,Catherine Rodriguez,SVG,Active,Contract,Zone A,Part-Time,Retirement,During administration billion.,Production       ,General - Sga,1970-09-17,MA,Supervisor,Male,2149,Hispanic,Married,Fully Meets,1,2985,2023-07-14,3,5,2,2022-10-25,Customer Service,Internal,Failed,West Andrew,Melissa Jackson,4,813.43,True
2023-04-19,,Production Technician I,Melinda Davidson,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Eng,1971-01-11,MA,Coordinator,Female,2176,Asian,Single,Fully Meets,1,2986,2023-07-12,4,5,3,2023-02-20,Communication Skills,Internal,Completed,East Rachelville,Rebecca Perez,1,501.89,False
2020-09-24,,Production Technician I,Nicholas Smith,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),1966-02-20,MA,Welder,Male,2180,Other,Single,Fully Meets,4,2987,2023-07-06,4,3,3,2023-01-20,Leadership Development,External,Failed,Port Sabrinafurt,Ashley Allen,4,133.4,False
2020-11-14,2023-01-15,Production Technician I,Monica Cochran,MSC,Active,Full-Time,Zone A,Part-Time,Resignation,Amount particular answer show.,Production       ,General - Con,1972-01-18,MA,Lineman,Male,85255,Hispanic,Married,Fully Meets,1,2988,2023-07-15,4,4,4,2023-01-03,Customer Service,Internal,Failed,Port Melissa,Mrs. Kristi Thornton,4,312.8,True
